quote_date,240020_Nav,519069_Nav,460005_Nav,161005_Nav,166005_Nav,163412_Nav,002001_Nav
2015-07-29,2.0660,3.2680,3.1922,4.5275,2.0910,3.3230,4.0700
2015-07-28,2.0100,3.1640,3.0795,4.4392,2.0420,3.2510,4.0560
2015-07-27,2.0360,3.2240,3.1627,4.5193,2.0330,3.2880,4.0630
2015-07-24,2.1710,3.4340,3.3706,4.7394,2.2120,3.4520,4.1000
2015-07-23,2.2120,3.4990,3.4241,4.7588,2.2490,3.5060,4.1050
2015-07-22,2.1690,3.4270,3.3281,4.6630,2.2000,3.4420,4.0940
2015-07-21,2.1610,3.3970,3.2828,4.6376,2.2070,3.4370,4.0920
2015-07-20,2.1430,3.3730,3.2353,4.5858,2.1970,3.4130,4.0880
2015-07-17,2.1260,3.3400,3.1915,4.5482,2.1950,3.3760,4.0830
2015-07-16,2.0420,3.2020,3.0648,4.4238,2.1140,3.2800,4.0610
2015-07-15,2.0080,3.1610,3.0320,4.4144,2.1020,3.2430,4.0540
2015-07-14,2.1010,3.2670,3.1772,4.5496,2.1640,3.3420,4.0760
2015-07-13,2.0570,3.2210,3.1893,4.4971,2.2220,3.2960,4.0750
2015-07-10,1.9470,3.0900,3.0790,4.3702,2.1570,3.1930,4.0430
2015-07-09,1.8590,2.9470,2.9363,4.2627,2.0430,3.0900,4.0150
2015-07-08,1.7930,2.8150,2.8045,4.1790,1.9120,3.0020,3.9890
2015-07-07,1.8680,2.9920,2.9605,4.2626,2.0530,3.0930,4.0170
2015-07-06,1.9860,3.0840,2.9709,4.3855,2.1030,3.1590,4.0310
2015-07-03,2.0250,3.0900,2.8999,4.4415,2.0560,3.1520,4.0290
2015-07-02,2.1080,3.2110,3.0364,4.5692,2.1500,3.2250,4.0570
2015-07-01,2.2100,3.3210,3.1044,4.7281,2.2150,3.3220,4.0900
2015-06-30,2.2970,3.4350,3.2135,4.8220,2.3060,3.4130,4.1270
2015-06-29,2.1790,3.3120,3.0866,4.6815,2.1950,3.2990,4.0920
2015-06-26,2.2950,3.4220,3.0852,4.8440,2.2370,3.3890,4.1210
2015-06-25,2.4720,3.6160,3.2473,5.0650,2.4050,3.5450,4.1840
2015-06-24,2.5580,3.7150,3.2947,5.1464,2.4800,3.6240,4.2120
2015-06-23,2.5380,3.6760,3.2316,5.0975,2.4340,3.5960,4.1980
2015-06-19,2.4850,3.6260,3.1530,5.0469,2.3520,3.5640,4.1810
2015-06-18,2.5990,3.7710,3.2873,5.2084,2.4950,3.6620,4.2270
2015-06-17,2.7080,3.8640,3.3932,5.3156,2.5870,3.7180,4.2600
2015-06-16,2.6890,3.8100,3.3598,5.2790,2.5640,3.6810,4.2470
2015-06-15,2.7720,3.9080,3.4322,5.3848,2.6400,3.7190,4.2780
2015-06-12,2.8400,3.9940,3.4782,5.4950,2.7060,3.7350,4.3050
2015-06-11,2.8080,3.9500,3.4554,5.4237,2.6770,3.7190,4.2960
2015-06-10,2.7380,3.8980,3.4689,5.4000,2.6550,3.7040,4.2870
2015-06-09,2.6730,3.8710,3.4764,5.3550,2.6430,3.6890,4.2790
2015-06-08,2.6870,3.9130,3.4919,5.3442,2.6580,3.6990,4.2830
2015-06-05,2.7480,3.9130,3.4249,5.3689,2.5980,3.7020,4.2870
2015-06-04,2.7300,3.9160,3.3926,5.3731,2.5870,3.6380,4.2850
2015-06-03,2.7530,3.9130,3.3709,5.3561,2.5560,3.6990,4.2870
2015-06-02,2.7540,3.8940,3.3599,5.3463,2.5620,3.6940,4.2870
2015-06-01,2.6730,3.8360,3.3273,5.2625,2.5280,3.6020,4.2610
2015-05-29,2.5440,3.7050,3.2035,5.1309,2.4270,3.4690,4.2150
2015-05-28,2.4930,3.6330,3.2028,5.0923,2.4040,3.4390,4.2060
2015-05-27,2.6140,3.7920,3.3697,5.2702,2.5080,3.5760,4.2570
2015-05-26,2.6080,3.7640,3.3636,5.2546,2.4870,3.5510,4.2570
2015-05-25,2.5380,3.6850,3.3187,5.1655,2.4240,3.4870,4.2320
2015-05-22,2.5060,3.6330,3.2620,5.1112,2.3750,3.4420,4.2020
2015-05-21,2.5040,3.5770,3.2907,5.0923,2.3430,3.4060,4.1920
2015-05-20,2.4080,3.4770,3.1774,4.9981,2.2990,3.3030,4.1680
2015-05-19,2.3750,3.4290,3.1057,4.9289,2.2580,3.2680,4.1450
2015-05-18,2.3450,3.3620,3.0273,4.8691,2.2070,3.2160,4.1240
2015-05-15,2.2820,3.3100,2.9354,4.8182,2.1740,3.1690,4.1150
2015-05-14,2.2860,3.3200,2.9375,4.8433,2.1890,3.1600,4.1220
2015-05-13,2.2650,3.3690,2.9439,4.8428,2.1860,3.1370,4.1270
2015-05-12,2.2710,3.3770,2.9422,4.8258,2.1890,3.1230,4.1340
2015-05-11,2.2390,3.3230,2.8882,4.7846,2.1640,3.0840,4.1210
2015-05-08,2.1550,3.2130,2.7804,4.6951,2.1110,2.9940,4.0960
2015-05-07,2.0910,3.1110,2.6822,4.6085,2.0590,2.9000,4.0740
2015-05-06,2.1310,3.1310,2.6952,4.6138,2.0690,2.9460,4.0790
2015-05-05,2.1230,3.1100,2.6829,4.6168,2.0730,2.9400,4.0730
2015-05-04,2.1560,3.1990,2.7494,4.7083,2.1080,3.0150,4.0940
2015-04-30,2.1590,3.1990,2.7589,4.7204,2.1080,3.0100,4.0990
2015-04-29,2.1540,3.1860,2.7471,4.6802,2.1190,2.9780,4.0950
2015-04-28,2.1280,3.1280,2.7025,4.6135,2.1000,2.9140,4.0840
2015-04-27,2.1820,3.1750,2.7599,4.6799,2.1380,3.0180,4.0990
2015-04-24,2.1860,3.1420,2.7430,4.6543,2.1300,3.0010,4.0900
2015-04-23,2.1820,3.1720,2.7677,4.6778,2.1370,2.9980,4.0960
2015-04-22,2.1620,3.1640,2.7526,4.6691,2.1180,2.9670,4.0930
2015-04-21,2.1340,3.1050,2.6855,4.6137,2.0770,2.8820,4.0740
2015-04-20,2.0600,3.0250,2.6034,4.5172,2.0200,2.8020,4.0440
2015-04-17,2.1020,3.1190,2.6632,4.5796,2.0620,2.8640,4.0630
2015-04-16,2.1290,3.1310,2.6730,4.5965,2.0640,2.8780,4.0590
2015-04-15,2.0950,3.0870,2.6404,4.5463,2.0490,2.8360,4.0410
2015-04-14,2.1620,3.1590,2.7360,4.6527,2.1050,2.9470,4.0580
2015-04-13,2.1400,3.1760,2.7580,4.6800,2.1050,2.9940,4.0620
2015-04-10,2.0460,3.1360,2.7327,4.6361,2.0940,2.9370,4.0550
2015-04-09,1.9790,3.0670,2.6829,4.5723,2.0610,2.8380,4.0360
2015-04-08,1.9860,3.0760,2.6727,4.5389,2.0710,2.8490,4.0440
2015-04-07,2.0220,3.0910,2.6804,4.5572,2.0840,2.8870,4.0470
2015-04-03,1.9840,3.0370,2.6417,4.5091,2.0570,2.8390,4.0310
2015-04-02,1.9650,3.0090,2.6068,4.4754,2.0150,2.7830,4.0210
2015-04-01,1.9300,2.9770,2.5805,4.4473,1.9700,2.7530,4.0130
2015-03-31,1.8780,2.9190,2.5172,4.3899,1.9220,2.6890,3.9960
2015-03-30,1.8610,2.8990,2.5034,4.3778,1.8980,2.6850,4.0010
2015-03-27,1.8530,2.8890,2.5072,4.3666,1.8880,2.6690,3.9930
2015-03-26,1.8380,2.8770,2.4736,4.3156,1.8690,2.6270,3.9870
2015-03-25,1.8650,2.9040,2.5199,4.3477,1.8850,2.6530,3.9900
2015-03-24,1.8460,2.8960,2.5155,4.3502,1.8690,2.6160,3.9910
2015-03-23,1.8400,2.8850,2.4841,4.3171,1.8640,2.5840,3.9850
2015-03-20,1.8130,2.8210,2.4236,4.2479,1.8270,2.5340,3.9660
2015-03-19,1.7990,2.7840,2.3856,4.2019,1.8120,2.5110,3.9580
2015-03-18,1.8030,2.7910,2.3904,4.1967,1.7980,2.5220,3.9590
2015-03-17,1.7770,2.7580,2.3572,4.1581,1.7680,2.4740,3.9450
2015-03-16,1.7760,2.7380,2.3506,4.1430,1.7440,2.4710,3.9390
2015-03-13,1.7270,2.6660,2.2827,4.0697,1.7010,2.4060,3.9220
2015-03-12,1.7090,2.6400,2.2544,4.0417,1.6710,2.3640,3.9130
2015-03-11,1.7230,2.6150,2.2662,4.0560,1.6740,2.3650,3.9100
2015-03-10,1.7370,2.6250,2.2752,4.0554,1.6790,2.3510,3.9140
2015-03-09,1.7140,2.5980,2.2440,4.0109,1.6660,2.2840,3.9070
2015-03-06,1.6960,2.5610,2.2191,3.9846,1.6470,2.2260,3.8930
2015-03-05,1.7380,2.5830,2.2535,4.0145,1.6710,2.2540,3.9050
2015-03-04,1.7260,2.5910,2.2616,4.0154,1.6710,2.2300,3.9060
2015-03-03,1.6760,2.5580,2.2534,3.9948,1.6420,2.1910,3.8940
2015-03-02,1.6810,2.5910,2.2992,4.0282,1.6450,2.2210,3.9050
2015-02-27,1.6660,2.5720,2.2700,3.9856,1.6140,2.1900,3.8940
2015-02-26,1.6580,2.5640,2.2604,3.9769,1.5950,2.1630,3.8880
2015-02-25,1.6630,2.5440,2.2612,3.9606,1.5820,2.1510,3.8800
2015-02-17,1.6630,2.5550,2.2916,3.9998,1.5860,2.1760,3.8820
2015-02-16,1.6570,2.5420,2.2771,3.9842,1.5810,2.1520,3.8800
2015-02-13,1.6360,2.5050,2.2719,3.9528,1.5500,2.1050,3.8640
2015-02-12,1.6200,2.4850,2.2626,3.9333,1.5300,2.0790,3.8560
2015-02-11,1.6130,2.4780,2.2573,3.9192,1.5130,2.0600,3.8520
2015-02-10,1.6020,2.4540,2.2471,3.8744,1.5040,2.0340,3.8420
2015-02-09,1.5940,2.4140,2.2263,3.8498,1.4790,2.0160,3.8300
2015-02-06,1.5980,2.4170,2.2022,3.8594,1.4930,2.0120,3.8320
2015-02-05,1.6070,2.4440,2.2223,3.8819,1.5220,2.0390,3.8430
2015-02-04,1.6160,2.4470,2.2286,3.8774,1.5300,2.0500,3.8470
2015-02-03,1.6300,2.4600,2.2489,3.8887,1.5270,2.0670,3.8530
2015-02-02,1.6140,2.4030,2.2143,3.8388,1.5060,2.0260,3.8390
2015-01-30,1.6180,2.4080,2.2083,3.8495,1.5110,2.0280,3.8410
2015-01-29,1.6280,2.4400,2.2374,3.8818,1.5220,2.0490,3.8500
2015-01-28,1.6490,2.4520,2.2469,3.9109,1.5290,2.0730,3.8550
2015-01-27,1.6520,2.4720,2.2537,3.9299,1.5420,2.0910,3.8640
2015-01-26,1.6440,2.4870,2.2442,3.9244,1.5360,2.0880,3.8650
2015-01-23,1.6280,2.4680,2.2230,3.8793,1.5120,2.0500,3.8530
2015-01-22,1.6460,2.4690,2.2528,3.9085,1.5270,2.0620,3.8580
2015-01-21,1.6380,2.4650,2.2379,3.8849,1.5050,2.0470,3.8530
2015-01-20,1.6210,2.3930,2.2189,3.8439,1.4770,1.9970,3.8320
2015-01-19,1.5820,2.3450,2.1511,3.7665,1.4340,1.9530,3.8040
2015-01-16,1.5790,2.4340,2.1690,3.8306,1.4680,2.0250,3.8350
2015-01-15,1.5640,2.4010,2.1225,3.7785,1.4520,2.0020,3.8270
2015-01-14,1.5680,2.3750,2.1308,3.7775,1.4470,1.9700,3.8190
2015-01-13,1.5760,2.3780,2.1334,3.7757,1.4550,1.9690,3.8250
2015-01-12,1.5630,2.3670,2.0924,3.7461,1.4370,1.9620,3.8140
2015-01-09,1.5590,2.3560,2.0863,3.7200,1.4580,1.9510,3.8110
2015-01-08,1.5590,2.3410,2.0898,3.7178,1.4660,1.9380,3.8100
2015-01-07,1.5520,2.3530,2.0862,3.7025,1.4740,1.9300,3.8210
2015-01-06,1.5600,2.3590,2.0999,3.7078,1.4750,1.9260,3.8260
2015-01-05,1.5150,2.3520,2.1331,3.6731,1.4510,1.8670,3.8170
2014-12-31,1.5130,2.3040,2.1202,3.6655,1.4320,1.9220,3.7950
2014-12-30,1.5010,2.2740,2.0755,3.6255,1.4240,1.9120,3.7830
2014-12-29,1.5130,2.2780,2.0634,3.6471,1.4500,1.9490,3.7910
2014-12-26,1.5350,2.2800,2.0508,3.6632,1.4670,2.0270,3.7970
2014-12-25,1.5340,2.2440,1.9858,3.6263,1.4620,2.0040,3.7840
2014-12-24,1.5280,2.2120,1.9460,3.6116,1.4470,1.9840,3.7630
2014-12-23,1.5100,2.2290,1.9741,3.5832,1.4270,1.9400,3.7640
2014-12-22,1.5220,2.2390,2.0054,3.6136,1.4470,1.9850,3.7800
2014-12-19,1.5690,2.2740,2.0336,3.7030,1.4920,2.1260,3.8020
2014-12-18,1.5880,2.2870,2.0343,3.7517,1.4970,2.2000,3.8090
2014-12-17,1.5970,2.2800,2.0557,3.7774,1.4950,2.2350,3.8180
2014-12-16,1.6200,2.2640,2.0299,3.7836,1.5070,2.2260,3.8210
2014-12-15,1.6280,2.2220,1.9916,3.7863,1.5050,2.2280,3.8140
2014-12-12,1.5990,2.1920,1.9626,3.7501,1.4870,2.1500,3.8020
2014-12-11,1.5900,2.1870,1.9298,3.7267,1.4740,2.0580,3.7950
2014-12-10,1.5830,2.1920,1.9515,3.7113,1.4550,2.0560,3.7950
2014-12-09,1.5470,2.1340,1.9281,3.6629,1.4110,2.0010,3.7630
2014-12-08,1.5910,2.2300,2.0262,3.7266,1.4650,2.1540,3.8060
2014-12-05,1.5980,2.1880,1.9995,3.7139,1.4590,2.2210,3.7950
2014-12-04,1.6200,2.2140,1.9948,3.7484,1.4940,2.2660,3.8040
2014-12-03,1.6020,2.1570,1.9388,3.6944,1.4720,2.1850,3.7790
2014-12-02,1.5930,2.1470,1.9396,3.6677,1.4560,2.2030,3.7720
2014-12-01,1.5880,2.1030,1.8973,3.6507,1.4430,2.2090,3.7550
2014-11-28,1.5940,2.0920,1.9131,3.6523,1.4510,2.2110,3.7600
2014-11-27,1.5970,2.0690,1.9033,3.6296,1.4520,2.1490,3.7610
2014-11-26,1.5900,2.0520,1.8757,3.6048,1.4480,2.1280,3.7560
2014-11-25,1.5860,2.0260,1.8495,3.5979,1.4400,2.0780,3.7490
2014-11-24,1.5690,2.0070,1.8260,3.5766,1.4210,2.0220,3.7360
2014-11-21,1.5790,1.9790,1.8008,3.5526,1.4090,1.9980,3.7280
2014-11-20,1.5760,1.9610,1.7790,3.5384,1.3990,1.9850,3.7180
2014-11-19,1.5860,1.9620,1.7761,3.5432,1.4030,1.9830,3.7220
2014-11-18,1.5760,1.9630,1.7658,3.5302,1.3990,1.9380,3.7190
2014-11-17,1.5800,1.9690,1.7662,3.5312,1.3970,1.9100,3.7250
2014-11-14,1.5650,1.9660,1.7524,3.5191,1.3830,1.8460,3.7190
2014-11-13,1.5600,1.9670,1.7635,3.5191,1.3860,1.8800,3.7180
2014-11-12,1.5830,1.9810,1.7867,3.5455,1.4020,1.9130,3.7270
2014-11-11,1.5770,1.9660,1.7618,3.5262,1.3840,1.8750,3.7190
2014-11-10,1.6090,1.9970,1.7981,3.5617,1.4240,1.9300,3.7360
2014-11-07,1.6100,1.9820,1.7868,3.5574,1.4180,1.9190,3.7250
2014-11-06,1.6200,1.9810,1.7874,3.5537,1.4320,1.8990,3.7320
2014-11-05,1.6050,1.9760,1.7791,3.5391,1.4230,1.8560,3.7280
2014-11-04,1.6100,1.9890,1.7776,3.5376,1.4270,1.8640,3.7320
2014-11-03,1.6270,2.0050,1.7891,3.5521,1.4340,1.9020,3.7400
2014-10-31,1.6350,1.9940,1.7814,3.5458,1.4200,1.8850,3.7380
2014-10-30,1.6440,1.9910,1.7898,3.5481,1.4220,1.8930,3.7400
2014-10-29,1.6400,1.9930,1.7960,3.5473,1.4150,1.9180,3.7410
2014-10-28,1.6400,1.9710,1.7790,3.5345,1.4050,1.8910,3.7310
2014-10-27,1.6220,1.9430,1.7459,3.4979,1.3760,1.8560,3.7190
2014-10-24,1.6060,1.9450,1.7402,3.4819,1.3630,1.8110,3.7120
2014-10-23,1.5990,1.9410,1.7376,3.4694,1.3570,1.8030,3.7100
2014-10-22,1.6180,1.9550,1.7571,3.4917,1.3720,1.8370,3.7240
2014-10-21,1.6420,1.9660,1.7702,3.5177,1.3840,1.8590,3.7350
2014-10-20,1.6640,1.9790,1.7801,3.5273,1.3920,1.8580,3.7460
2014-10-17,1.6440,1.9570,1.7731,3.5016,1.3740,1.8350,3.7350
2014-10-16,1.6580,1.9590,1.7858,3.5137,1.3850,1.8750,3.7400
2014-10-15,1.6760,1.9700,1.8018,3.5319,1.4050,1.8860,3.7510
2014-10-14,1.6510,1.9540,1.7933,3.5227,1.4000,1.8680,3.7450
2014-10-13,1.6630,1.9630,1.7980,3.5224,1.4030,1.8800,3.7470
2014-10-10,1.6560,1.9770,1.7982,3.5249,1.3990,1.8800,3.7580
2014-10-09,1.6570,1.9830,1.8103,3.5300,1.4070,1.8840,3.7640
2014-10-08,1.6590,1.9810,1.8128,3.5258,1.4060,1.8980,3.7620
2014-09-30,1.6180,1.9530,1.7859,3.5075,1.3930,1.8750,3.7500
2014-09-29,1.6100,1.9510,1.7830,3.4929,1.3830,1.8320,3.7460
2014-09-26,1.6020,1.9390,1.7732,3.4725,1.3760,1.8190,3.7400
2014-09-25,1.6000,1.9450,1.7693,3.4677,1.3700,1.8050,3.7360
2014-09-24,1.6120,1.9510,1.7769,3.4698,1.3710,1.8000,3.7390
2014-09-23,1.6020,1.9310,1.7663,3.4546,1.3540,1.7900,3.7290
2014-09-22,1.5950,1.9180,1.7536,3.4417,1.3410,1.7450,3.7190
2014-09-19,1.6060,1.9480,1.7611,3.4545,1.3600,1.7570,3.7330
2014-09-18,1.5960,1.9320,1.7438,3.4359,1.3510,1.7400,3.7260
2014-09-17,1.5750,1.9190,1.7321,3.4276,1.3430,1.7220,3.7190
2014-09-16,1.5650,1.9150,1.7286,3.4217,1.3320,1.7170,3.7180
2014-09-15,1.6040,1.9550,1.7735,3.4668,1.3730,1.7870,3.7470
2014-09-12,1.5970,1.9510,1.7634,3.4653,1.3590,1.7870,3.7430
2014-09-11,1.5890,1.9360,1.7541,3.4430,1.3450,1.7790,3.7400
2014-09-10,1.5870,1.9420,1.7552,3.4459,1.3480,1.7890,3.7450
2014-09-09,1.5860,1.9460,1.7500,3.4466,1.3410,1.7810,3.7470
2014-09-05,1.5770,1.9510,1.7467,3.4449,1.3340,1.7700,3.7440
2014-09-04,1.5730,1.9470,1.7482,3.4408,1.3260,1.7730,3.7360
2014-09-03,1.5690,1.9350,1.7450,3.4340,1.3150,1.7500,3.7330
2014-09-02,1.5670,1.9220,1.7408,3.4228,1.3040,1.7310,3.7240
2014-09-01,1.5610,1.9080,1.7276,3.4132,1.2890,1.7210,3.7150
2014-08-29,1.5420,1.8930,1.7030,3.4014,1.2710,1.6950,3.7030
2014-08-28,1.5290,1.8790,1.6940,3.3875,1.2600,1.6820,3.6920
2014-08-27,1.5390,1.8950,1.7009,3.3962,1.2680,1.6980,3.6940
2014-08-26,1.5420,1.8920,1.6945,3.3894,1.2600,1.6780,3.6910
2014-08-25,1.5630,1.9050,1.7104,3.4087,1.2830,1.7160,3.7020
2014-08-22,1.5670,1.9170,1.7276,3.4162,1.2900,1.7260,3.7090
2014-08-21,1.5570,1.9060,1.7219,3.4121,1.2810,1.7190,3.7070
2014-08-20,1.5580,1.9070,1.7100,3.4152,1.2790,1.7110,3.7100
2014-08-19,1.5610,1.9150,1.7163,3.4159,1.2840,1.7340,3.7100
2014-08-18,1.5630,1.9150,1.7053,3.4069,1.2810,1.7190,3.7080
2014-08-15,1.5450,1.9060,1.6800,3.3966,1.2650,1.6650,3.6990
2014-08-14,1.5330,1.8920,1.6569,3.3900,1.2540,1.6530,3.6920
2014-08-13,1.5410,1.9080,1.6566,3.3989,1.2580,1.6610,3.6960
2014-08-12,1.5440,1.9080,1.6647,3.3891,1.2570,1.6830,3.6990
2014-08-11,1.5470,1.9060,1.6587,3.3861,1.2520,1.6780,3.7010
2014-08-08,1.5310,1.8870,1.6432,3.3722,1.2360,1.6660,3.6880
2014-08-07,1.5290,1.8860,1.6362,3.3654,1.2240,1.6530,3.6810
2014-08-06,1.5380,1.8970,1.6394,3.3769,1.2330,1.6550,3.6930
2014-08-05,1.5350,1.9080,1.6356,3.3707,1.2240,1.6420,3.6950
2014-08-04,1.5320,1.9100,1.6300,3.3676,1.2170,1.6110,3.6920
2014-08-01,1.5260,1.8940,1.6196,3.3399,1.2030,1.6020,3.6820
2014-07-31,1.5200,1.9100,1.6330,3.3542,1.2140,1.6380,3.6850
2014-07-30,1.5190,1.8990,1.6309,3.3402,1.2050,1.6310,3.6750
2014-07-29,1.5080,1.9060,1.6286,3.3381,1.1980,1.6180,3.6690
2014-07-28,1.5000,1.8880,1.6159,3.3361,1.1880,1.6040,3.6600
2014-07-25,1.4820,1.8620,1.5964,3.3187,1.1730,1.5840,3.6440
2014-07-24,1.4750,1.8570,1.5911,3.3126,1.1650,1.5730,3.6380
2014-07-23,1.4890,1.8380,1.5990,3.2879,1.1670,1.5840,3.6360
2014-07-22,1.5130,1.8430,1.6170,3.2893,1.1770,1.6310,3.6450
2014-07-21,1.5010,1.8280,1.6054,3.2755,1.1640,1.6060,3.6350
2014-07-18,1.5000,1.8210,1.6038,3.2744,1.1670,1.5930,3.6250
2014-07-17,1.5040,1.8090,1.6061,3.2678,1.1690,1.5940,3.6210
2014-07-16,1.5060,1.8170,1.6112,3.2758,1.1720,1.6060,3.6320
2014-07-15,1.5220,1.8230,1.6241,3.2816,1.1830,1.6460,3.6420
2014-07-14,1.5290,1.8240,1.6305,3.2860,1.1900,1.6660,3.6400
2014-07-11,1.5220,1.8080,1.6208,3.2707,1.1780,1.6760,3.6300
2014-07-10,1.5240,1.7990,1.6184,3.2611,1.1670,1.7040,3.6300
2014-07-09,1.5250,1.8080,1.6290,3.2671,1.1670,1.7260,3.6370
2014-07-08,1.5410,1.8270,1.6483,3.2895,1.1800,1.7590,3.6530
2014-07-07,1.5300,1.8270,1.6417,3.2813,1.1710,1.7320,3.6490
2014-07-04,1.5420,1.8210,1.6511,3.2855,1.1740,1.7550,3.6540
2014-07-03,1.5530,1.8210,1.6509,3.2841,1.1730,1.7750,3.6530
2014-07-02,1.5330,1.8100,1.6556,3.2693,1.1630,1.7710,3.6480
2014-07-01,1.5150,1.8100,1.6514,3.2666,1.1540,1.7630,3.6470
2014-06-30,1.5110,1.8140,1.6529,3.2650,1.1490,1.7410,3.6450
2014-06-27,1.5010,1.8070,1.6437,3.2561,1.1360,1.7250,3.6400
2014-06-26,1.4990,1.8030,1.6385,3.2527,1.1290,1.7200,3.6390
2014-06-25,1.4800,1.7880,1.6183,3.2430,1.1140,1.6960,3.6270
2014-06-24,1.4870,1.7930,1.6265,3.2503,1.1200,1.7140,3.6290
2014-06-23,1.4740,1.7850,1.6197,3.2429,1.1140,1.6980,3.6230
2014-06-20,1.4640,1.7790,1.6041,3.2324,1.1030,1.6580,3.6170
2014-06-19,1.4550,1.7700,1.5953,3.2250,1.0950,1.6490,3.6130
2014-06-18,1.4770,1.7850,1.6206,3.2438,1.1250,1.6950,3.6300
2014-06-17,1.4820,1.7930,1.6308,3.2561,1.1330,1.7050,3.6370
2014-06-16,1.4980,1.8060,1.6410,3.2684,1.1390,1.7290,3.6450
2014-06-13,1.5000,1.8030,1.6321,3.2696,1.1340,1.7210,3.6410
2014-06-12,1.4920,1.7900,1.6215,3.2544,1.1220,1.6940,3.6330
2014-06-11,1.4970,1.7880,1.6259,3.2584,1.1250,1.6970,3.6330
2014-06-10,1.4870,1.7870,1.6209,3.2509,1.1190,1.6710,3.6260
2014-06-09,1.4820,1.7720,1.6039,3.2356,1.1040,1.6410,3.6170
2014-06-06,1.4890,1.7790,1.6168,3.2361,1.1090,1.6660,3.6220
2014-06-05,1.4850,1.7800,1.6144,3.2391,1.1120,1.6660,3.6270
2014-06-04,1.4730,1.7720,1.5974,3.2245,1.0990,1.6300,3.6140
2014-06-03,1.4800,1.7820,1.6032,3.2393,1.1060,1.6380,3.6170
2014-05-30,1.4770,1.7820,1.5951,3.2415,1.1080,1.6380,3.6250
2014-05-29,1.4810,1.7800,1.5888,3.2393,1.1040,1.6270,3.6270
2014-05-28,1.4860,1.7850,1.6054,3.2483,1.1160,1.6310,3.6350
2014-05-27,1.4690,1.7700,1.5917,3.2321,1.0990,1.5930,3.6230
2014-05-26,1.4740,1.7740,1.5960,3.2358,1.1000,1.6140,3.6290
2014-05-23,1.4470,1.7660,1.5848,3.2321,1.0880,1.6130,3.6190
2014-05-22,1.4340,1.7570,1.5747,3.2142,1.0750,1.5790,3.6090
2014-05-21,1.4280,1.7570,1.5653,3.2081,1.0760,1.5560,3.6040
2014-05-20,1.4140,1.7500,1.5550,3.1958,1.0650,1.5460,3.5970
2014-05-19,1.4080,1.7470,1.5498,3.1950,1.0610,1.5160,3.5960
2014-05-16,1.4190,1.7590,1.5564,3.2059,1.0640,1.5100,3.6060
2014-05-15,1.4320,1.7600,1.5713,3.2098,1.0700,1.5370,3.6140
2014-05-14,1.4470,1.7770,1.5855,3.2257,1.0870,1.5630,3.6260
2014-05-13,1.4430,1.7730,1.5871,3.2192,1.0880,1.5620,3.6300
2014-05-12,1.4450,1.7740,1.5876,3.2186,1.0890,1.5680,3.6260
2014-05-09,1.4340,1.7540,1.5695,3.2039,1.0660,1.5610,3.6150
2014-05-08,1.4490,1.7620,1.5791,3.2136,1.0770,1.5960,3.6200
2014-05-07,1.4550,1.7660,1.5861,3.2181,1.0810,1.6030,3.6250
2014-05-06,1.4700,1.7820,1.6108,3.2310,1.0980,1.6360,3.6420
2014-05-05,1.4580,1.7780,1.6004,3.2235,1.0940,1.6230,3.6370
2014-04-30,1.4470,1.7760,1.5869,3.2249,1.0830,1.5940,3.6290
2014-04-29,1.4340,1.7700,1.5697,3.2180,1.0720,1.5910,3.6170
2014-04-28,1.4210,1.7560,1.5503,3.2038,1.0590,1.5800,3.6020
2014-04-25,1.4550,1.7870,1.5712,3.2268,1.0870,1.6150,3.6210
2014-04-24,1.4730,1.7990,1.5907,3.2471,1.1050,1.6480,3.6390
2014-04-23,1.4840,1.8040,1.6054,3.2527,1.1130,1.6580,3.6410
2014-04-22,1.4930,1.8130,1.6153,3.2526,1.1160,1.6790,3.6460
2014-04-21,1.5110,1.8130,1.6272,3.2566,1.1270,1.7270,3.6560
2014-04-18,1.5220,1.8230,1.6409,3.2741,1.1400,1.7620,3.6680
2014-04-17,1.5160,1.8190,1.6368,3.2757,1.1350,1.7590,3.6670
2014-04-16,1.5190,1.8230,1.6322,3.2820,1.1310,1.7560,3.6690
2014-04-15,1.5240,1.8200,1.6338,3.2793,1.1320,1.7770,3.6720
2014-04-14,1.5250,1.8360,1.6441,3.2966,1.1380,1.7580,3.6820
2014-04-11,1.5180,1.8310,1.6349,3.2966,1.1310,1.7850,3.6760
2014-04-10,1.5210,1.8350,1.6437,3.2997,1.1350,1.8150,3.6750
2014-04-09,1.5170,1.8300,1.6387,3.2980,1.1290,1.8020,3.6700
2014-04-08,1.5030,1.8250,1.6236,3.2972,1.1190,1.7890,3.6620
2014-04-04,1.4950,1.8060,1.6114,3.2839,1.1100,1.8030,3.6470
2014-04-03,1.4810,1.7920,1.5919,3.2709,1.0950,1.7800,3.6340
2014-04-02,1.4890,1.7910,1.5896,3.2768,1.0920,1.7660,3.6340
2014-04-01,1.5020,1.7820,1.6014,3.2782,1.1010,1.8080,3.6440
2014-03-31,1.4900,1.7700,1.5823,3.2576,1.0850,1.7640,3.6330
2014-03-28,1.4880,1.7700,1.5934,3.2570,1.0910,1.7580,3.6340
2014-03-27,1.5270,1.7760,1.6198,3.2698,1.1160,1.8290,3.6510
2014-03-26,1.5440,1.7870,1.6521,3.2939,1.1370,1.8890,3.6700
2014-03-25,1.5260,1.7840,1.6341,3.2864,1.1320,1.8680,3.6610
